Timestamp,Voltage (V),Current (A),Temperature,Mode
2023-11-15 19:42:08,3.18,0.58,23.5,Discharging
2023-11-15 19:41:57,3.18,0.57,23.57,Discharging
2023-11-15 19:41:46,3.18,0.58,23.61,Discharging
2023-11-15 19:41:35,3.18,0.58,23.5,Discharging
2023-11-15 19:41:24,3.18,0.58,23.53,Discharging
2023-11-15 19:41:13,3.18,0.57,23.44,Discharging
2023-11-15 19:41:02,3.18,0.58,23.46,Discharging
2023-11-15 19:40:51,3.18,0.58,23.63,Discharging
2023-11-15 19:40:39,3.18,0.57,23.73,Discharging
2023-11-15 19:40:28,3.18,0.56,23.55,Discharging
2023-11-15 19:40:17,3.18,0.57,23.7,Discharging
2023-11-15 19:40:06,3.19,0.57,23.68,Discharging
2023-11-15 19:39:55,3.19,0.58,23.7,Discharging
2023-11-15 19:39:44,3.19,0.57,23.71,Discharging
2023-11-15 19:39:33,3.18,0.58,23.64,Discharging
2023-11-15 19:39:22,3.18,0.58,23.69,Discharging
2023-11-15 19:39:10,3.19,0.58,23.61,Discharging
2023-11-15 19:38:59,3.19,0.57,23.74,Discharging
2023-11-15 19:38:48,3.19,0.58,23.51,Discharging
2023-11-15 19:38:37,3.19,0.57,23.46,Discharging
2023-11-15 19:38:26,3.19,0.57,23.73,Discharging
2023-11-15 19:38:15,3.19,0.57,23.68,Discharging
2023-11-15 19:38:04,3.19,0.57,23.73,Discharging
2023-11-15 19:37:53,3.19,0.58,23.65,Discharging
2023-11-15 19:37:42,3.19,0.57,23.65,Discharging
2023-11-15 19:37:30,3.19,0.57,23.62,Discharging
2023-11-15 19:37:19,3.19,0.58,23.68,Discharging
2023-11-15 19:37:08,3.19,0.59,23.62,Discharging
2023-11-15 19:36:57,3.19,0.56,23.41,Discharging
2023-11-15 19:36:46,3.19,0.57,23.73,Discharging
2023-11-15 19:36:35,3.19,0.58,23.77,Discharging
2023-11-15 19:36:24,3.19,0.58,23.69,Discharging
2023-11-15 19:36:13,3.19,0.57,23.68,Discharging
2023-11-15 19:36:01,3.19,0.57,23.77,Discharging
2023-11-15 19:35:50,3.19,0.57,23.57,Discharging
2023-11-15 19:35:39,3.19,0.57,23.64,Discharging
2023-11-15 19:35:28,3.19,0.57,23.72,Discharging
2023-11-15 19:35:17,3.19,0.58,23.57,Discharging
2023-11-15 19:35:06,3.19,0.58,23.56,Discharging
2023-11-15 19:34:55,3.19,0.57,23.26,Discharging
2023-11-15 19:34:44,3.19,0.58,23.39,Discharging
2023-11-15 19:34:33,3.19,0.57,23.42,Discharging
2023-11-15 19:34:21,3.19,0.58,23.58,Discharging
2023-11-15 19:34:10,3.19,0.57,23.49,Discharging
2023-11-15 19:33:59,3.19,0.57,23.52,Discharging
2023-11-15 19:33:48,3.19,0.57,23.68,Discharging
2023-11-15 19:33:37,3.19,0.57,23.76,Discharging
2023-11-15 19:33:26,3.19,0.57,23.68,Discharging
2023-11-15 19:33:15,3.19,0.58,23.55,Discharging
2023-11-15 19:33:04,3.19,0.58,23.53,Discharging
2023-11-15 19:32:52,3.19,0.57,23.61,Discharging
2023-11-15 19:32:41,3.19,0.58,23.6,Discharging
2023-11-15 19:32:30,3.19,0.58,23.63,Discharging
2023-11-15 19:32:19,3.19,0.57,23.73,Discharging
2023-11-15 19:32:08,3.19,0.57,23.65,Discharging
2023-11-15 19:31:57,3.19,0.58,23.54,Discharging
2023-11-15 19:31:46,3.19,0.56,23.58,Discharging
2023-11-15 19:31:35,3.19,0.58,23.45,Discharging
2023-11-15 19:31:24,3.19,0.59,23.51,Discharging
2023-11-15 19:31:12,3.19,0.58,23.61,Discharging
2023-11-15 19:31:01,3.19,0.58,23.62,Discharging
2023-11-15 19:30:50,3.19,0.56,23.56,Discharging
2023-11-15 19:30:39,3.19,0.58,23.72,Discharging
2023-11-15 19:30:28,3.19,0.58,23.48,Discharging
2023-11-15 19:30:17,3.19,0.58,23.45,Discharging
2023-11-15 19:30:06,3.19,0.57,23.55,Discharging
2023-11-15 19:29:55,3.19,0.58,23.54,Discharging
2023-11-15 19:29:43,3.19,0.58,23.52,Discharging
2023-11-15 19:29:32,3.19,0.58,23.53,Discharging
2023-11-15 19:29:21,3.19,0.58,23.46,Discharging
2023-11-15 19:29:10,3.19,0.58,23.55,Discharging
2023-11-15 19:28:59,3.19,0.59,23.33,Discharging
2023-11-15 19:28:48,3.19,0.58,23.53,Discharging
2023-11-15 19:28:37,3.19,0.58,23.76,Discharging
2023-11-15 19:28:26,3.19,0.58,23.57,Discharging
2023-11-15 19:28:15,3.19,0.58,23.61,Discharging
2023-11-15 19:28:03,3.19,0.57,23.5,Discharging
2023-11-15 19:27:52,3.19,0.58,23.57,Discharging
2023-11-15 19:27:41,3.19,0.57,23.68,Discharging
2023-11-15 19:27:30,3.19,0.58,23.6,Discharging
2023-11-15 19:27:19,3.19,0.56,23.49,Discharging
2023-11-15 19:27:08,3.19,0.57,23.73,Discharging
2023-11-15 19:26:57,3.19,0.59,23.7,Discharging
2023-11-15 19:26:46,3.19,0.57,23.63,Discharging
2023-11-15 19:26:34,3.19,0.57,23.73,Discharging
2023-11-15 19:26:23,3.19,0.56,23.68,Discharging
2023-11-15 19:26:12,3.19,0.57,23.88,Discharging
2023-11-15 19:26:01,3.19,0.58,23.59,Discharging
2023-11-15 19:25:50,3.19,0.58,23.55,Discharging
2023-11-15 19:25:39,3.2,0.58,23.69,Discharging
2023-11-15 19:25:28,3.19,0.58,23.79,Discharging
2023-11-15 19:25:17,3.2,0.57,23.77,Discharging
2023-11-15 19:25:06,3.19,0.56,23.69,Discharging
2023-11-15 19:24:54,3.2,0.58,23.55,Discharging
2023-11-15 19:24:43,3.2,0.57,23.63,Discharging
2023-11-15 19:24:32,3.2,0.58,23.67,Discharging
2023-11-15 19:24:21,3.2,0.57,23.83,Discharging
2023-11-15 19:24:10,3.2,0.58,23.62,Discharging
2023-11-15 19:23:59,3.2,0.57,23.84,Discharging
2023-11-15 19:23:48,3.2,0.58,23.96,Discharging
2023-11-15 19:23:37,3.2,0.58,23.61,Discharging
2023-11-15 19:23:25,3.2,0.56,23.68,Discharging
2023-11-15 19:23:14,3.2,0.57,23.78,Discharging
2023-11-15 19:23:03,3.2,0.58,23.63,Discharging
2023-11-15 19:22:52,3.2,0.57,23.82,Discharging
2023-11-15 19:22:41,3.2,0.58,23.69,Discharging
2023-11-15 19:22:30,3.2,0.57,23.72,Discharging
2023-11-15 19:22:19,3.19,0.56,23.71,Discharging
2023-11-15 19:22:08,3.2,0.57,23.74,Discharging
2023-11-15 19:21:57,3.2,0.58,23.6,Discharging
2023-11-15 19:21:45,3.2,0.58,23.7,Discharging
2023-11-15 19:21:34,3.2,0.58,23.55,Discharging
2023-11-15 19:21:23,3.2,0.57,23.66,Discharging
2023-11-15 19:21:12,3.2,0.58,23.65,Discharging
2023-11-15 19:21:01,3.2,0.58,23.65,Discharging
2023-11-15 19:20:50,3.19,0.57,23.62,Discharging
2023-11-15 19:20:39,3.19,0.57,23.59,Discharging
2023-11-15 19:20:28,3.2,0.57,23.66,Discharging
2023-11-15 19:20:16,3.2,0.56,23.68,Discharging
2023-11-15 19:20:05,3.2,0.58,23.64,Discharging
2023-11-15 19:19:54,3.2,0.58,23.67,Discharging
2023-11-15 19:19:43,3.2,0.57,23.61,Discharging
2023-11-15 19:19:32,3.2,0.57,23.75,Discharging
2023-11-15 19:19:21,3.2,0.57,23.73,Discharging
2023-11-15 19:19:10,3.2,0.57,23.6,Discharging
2023-11-15 19:18:59,3.2,0.58,23.64,Discharging
2023-11-15 19:18:48,3.2,0.58,23.63,Discharging
2023-11-15 19:18:36,3.2,0.57,23.61,Discharging
2023-11-15 19:18:25,3.2,0.57,23.78,Discharging
2023-11-15 19:18:14,3.2,0.57,23.63,Discharging
2023-11-15 19:18:03,3.2,0.58,23.61,Discharging
2023-11-15 19:17:52,3.2,0.57,23.86,Discharging
2023-11-15 19:17:41,3.2,0.57,23.61,Discharging
2023-11-15 19:17:30,3.2,0.57,23.64,Discharging
2023-11-15 19:17:19,3.2,0.57,23.81,Discharging
2023-11-15 19:17:07,3.2,0.56,23.61,Discharging
2023-11-15 19:16:56,3.2,0.58,23.7,Discharging
2023-11-15 19:16:45,3.2,0.57,23.61,Discharging
2023-11-15 19:16:34,3.2,0.56,23.64,Discharging
2023-11-15 19:16:23,3.2,0.58,23.66,Discharging
2023-11-15 19:16:12,3.2,0.57,23.56,Discharging
2023-11-15 19:16:01,3.2,0.59,23.71,Discharging
2023-11-15 19:15:50,3.2,0.59,23.56,Discharging
2023-11-15 19:15:39,3.2,0.59,23.64,Discharging
2023-11-15 19:15:27,3.2,0.59,23.5,Discharging
2023-11-15 19:15:16,3.2,0.58,23.66,Discharging
2023-11-15 19:15:05,3.2,0.58,23.57,Discharging
2023-11-15 19:14:54,3.2,0.58,23.59,Discharging
2023-11-15 19:14:43,3.2,0.58,23.61,Discharging
2023-11-15 19:14:32,3.2,0.57,23.64,Discharging
2023-11-15 19:14:21,3.2,0.58,23.57,Discharging
2023-11-15 19:14:10,3.2,0.57,23.81,Discharging
2023-11-15 19:13:58,3.2,0.58,23.65,Discharging
2023-11-15 19:13:47,3.2,0.58,23.81,Discharging
2023-11-15 19:13:36,3.2,0.58,23.77,Discharging
2023-11-15 19:13:25,3.2,0.58,23.37,Discharging
2023-11-15 19:13:14,3.2,0.58,23.65,Discharging
2023-11-15 19:13:03,3.2,0.59,23.72,Discharging
2023-11-15 19:12:52,3.2,0.59,23.79,Discharging
2023-11-15 19:12:41,3.2,0.59,23.71,Discharging
2023-11-15 19:12:30,3.2,0.58,23.69,Discharging
2023-11-15 19:12:18,3.2,0.59,23.68,Discharging
2023-11-15 19:12:07,3.2,0.58,23.67,Discharging
2023-11-15 19:11:56,3.2,0.58,23.65,Discharging
2023-11-15 19:11:45,3.2,0.58,23.57,Discharging
2023-11-15 19:11:34,3.2,0.57,23.8,Discharging
2023-11-15 19:11:23,3.2,0.59,23.76,Discharging
2023-11-15 19:11:12,3.2,0.58,23.72,Discharging
2023-11-15 19:11:01,3.2,0.58,23.85,Discharging
2023-11-15 19:10:49,3.2,0.58,23.66,Discharging
2023-11-15 19:10:38,3.2,0.57,23.37,Discharging
2023-11-15 19:10:27,3.2,0.57,23.68,Discharging
2023-11-15 19:10:16,3.2,0.57,23.65,Discharging
2023-11-15 19:10:05,3.2,0.58,23.71,Discharging
2023-11-15 19:09:54,3.2,0.58,23.68,Discharging
2023-11-15 19:09:43,3.2,0.59,23.63,Discharging
2023-11-15 19:09:32,3.2,0.56,23.55,Discharging
2023-11-15 19:09:21,3.2,0.58,23.73,Discharging
2023-11-15 19:09:09,3.2,0.58,23.63,Discharging
2023-11-15 19:08:58,3.2,0.57,23.79,Discharging
2023-11-15 19:08:47,3.2,0.58,23.48,Discharging
2023-11-15 19:08:36,3.21,0.58,23.7,Discharging
2023-11-15 19:08:25,3.2,0.57,23.79,Discharging
2023-11-15 19:08:14,3.2,0.58,23.64,Discharging
2023-11-15 19:08:03,3.2,0.57,23.64,Discharging
2023-11-15 19:07:52,3.2,0.58,23.8,Discharging
2023-11-15 19:07:41,3.2,0.57,23.77,Discharging
2023-11-15 19:07:29,3.2,0.58,23.69,Discharging
2023-11-15 19:07:18,3.2,0.57,23.77,Discharging
2023-11-15 19:07:07,3.21,0.58,23.67,Discharging
2023-11-15 19:06:56,3.2,0.57,23.49,Discharging
2023-11-15 19:06:45,3.2,0.58,23.66,Discharging
2023-11-15 19:06:34,3.2,0.57,23.71,Discharging
2023-11-15 19:06:23,3.21,0.58,23.89,Discharging
2023-11-15 19:06:12,3.21,0.58,23.73,Discharging
2023-11-15 19:06:00,3.2,0.58,23.58,Discharging
2023-11-15 19:05:49,3.2,0.58,23.48,Discharging
2023-11-15 19:05:38,3.21,0.57,23.54,Discharging
2023-11-15 19:05:27,3.21,0.59,23.76,Discharging
2023-11-15 19:05:16,3.21,0.58,23.69,Discharging
2023-11-15 19:05:05,3.21,0.58,23.73,Discharging
2023-11-15 19:04:54,3.21,0.58,23.8,Discharging
2023-11-15 19:04:43,3.21,0.58,23.85,Discharging
2023-11-15 19:04:32,3.21,0.58,23.69,Discharging
2023-11-15 19:04:20,3.21,0.57,23.68,Discharging
2023-11-15 19:04:09,3.21,0.57,23.66,Discharging
2023-11-15 19:03:58,3.21,0.57,23.75,Discharging
2023-11-15 19:03:47,3.21,0.57,23.65,Discharging
2023-11-15 19:03:36,3.21,0.58,23.67,Discharging
2023-11-15 19:03:25,3.21,0.58,23.65,Discharging
2023-11-15 19:03:14,3.21,0.57,23.7,Discharging
2023-11-15 19:03:03,3.21,0.58,23.51,Discharging
2023-11-15 19:02:51,3.21,0.57,23.74,Discharging
2023-11-15 19:02:40,3.21,0.58,23.6,Discharging
2023-11-15 19:02:29,3.21,0.58,23.53,Discharging
2023-11-15 19:02:18,3.21,0.57,23.9,Discharging
2023-11-15 19:02:07,3.21,0.58,23.62,Discharging
2023-11-15 19:01:56,3.21,0.56,23.74,Discharging
2023-11-15 19:01:45,3.21,0.57,23.48,Discharging
2023-11-15 19:01:34,3.21,0.58,23.67,Discharging
2023-11-15 19:01:23,3.21,0.58,23.53,Discharging
2023-11-15 19:01:11,3.21,0.57,23.72,Discharging
2023-11-15 19:01:00,3.2,0.58,23.59,Discharging
2023-11-15 19:00:49,3.21,0.57,23.64,Discharging
2023-11-15 19:00:38,3.21,0.58,23.89,Discharging
2023-11-15 19:00:27,3.21,0.58,23.74,Discharging
2023-11-15 19:00:16,3.21,0.57,23.57,Discharging
2023-11-15 19:00:05,3.21,0.57,23.71,Discharging
2023-11-15 18:59:54,3.21,0.57,23.59,Discharging
2023-11-15 18:59:42,3.21,0.58,23.69,Discharging
2023-11-15 18:59:31,3.21,0.57,23.67,Discharging
2023-11-15 18:59:20,3.21,0.58,23.68,Discharging
2023-11-15 18:59:09,3.21,0.58,23.63,Discharging
2023-11-15 18:58:58,3.21,0.58,23.87,Discharging
2023-11-15 18:58:47,3.21,0.57,23.56,Discharging
2023-11-15 18:58:36,3.21,0.57,23.63,Discharging
2023-11-15 18:58:25,3.21,0.58,23.68,Discharging
2023-11-15 18:58:14,3.21,0.58,23.43,Discharging
2023-11-15 18:58:02,3.21,0.58,23.63,Discharging
2023-11-15 18:57:51,3.21,0.58,23.61,Discharging
2023-11-15 18:57:40,3.21,0.57,23.68,Discharging
2023-11-15 18:57:29,3.21,0.58,23.73,Discharging
2023-11-15 18:57:18,3.21,0.57,23.66,Discharging
2023-11-15 18:57:07,3.21,0.57,23.69,Discharging
2023-11-15 18:56:56,3.21,0.57,23.64,Discharging
2023-11-15 18:56:45,3.21,0.57,23.71,Discharging
2023-11-15 18:56:33,3.21,0.58,23.65,Discharging
2023-11-15 18:56:22,3.21,0.58,23.71,Discharging
2023-11-15 18:56:11,3.21,0.58,23.78,Discharging
2023-11-15 18:56:00,3.21,0.56,23.89,Discharging
2023-11-15 18:55:49,3.21,0.57,23.8,Discharging
2023-11-15 18:55:38,3.21,0.57,23.64,Discharging
2023-11-15 18:55:27,3.21,0.57,23.56,Discharging
2023-11-15 18:55:16,3.23,0.58,23.8,Discharging
2023-11-15 18:55:05,3.23,0.57,23.81,Discharging
2023-11-15 18:54:53,3.21,0.58,23.62,Discharging
2023-11-15 18:54:42,3.21,0.58,23.75,Discharging
2023-11-15 18:54:31,3.21,0.58,23.67,Discharging
2023-11-15 18:54:20,3.21,0.58,23.62,Discharging
2023-11-15 18:54:09,3.21,0.59,23.61,Discharging
2023-11-15 18:53:58,3.21,0.59,23.72,Discharging
2023-11-15 18:53:47,3.21,0.59,23.63,Discharging
2023-11-15 18:53:36,3.21,0.58,23.71,Discharging
2023-11-15 18:53:24,3.21,0.57,23.62,Discharging
2023-11-15 18:53:13,3.21,0.58,23.79,Discharging
2023-11-15 18:53:02,3.21,0.58,23.72,Discharging
2023-11-15 18:52:51,3.21,0.57,23.81,Discharging
2023-11-15 18:52:40,3.21,0.59,23.59,Discharging
2023-11-15 18:52:29,3.21,0.57,23.64,Discharging
2023-11-15 18:52:18,3.21,0.58,23.53,Discharging
2023-11-15 18:52:07,3.21,0.57,23.83,Discharging
2023-11-15 18:51:56,3.21,0.58,23.5,Discharging
2023-11-15 18:51:44,3.21,0.58,23.62,Discharging
2023-11-15 18:51:33,3.21,0.58,23.76,Discharging
2023-11-15 18:51:22,3.21,0.58,23.76,Discharging
2023-11-15 18:51:11,3.21,0.58,23.81,Discharging
2023-11-15 18:51:00,3.21,0.57,23.82,Discharging
2023-11-15 18:50:49,3.21,0.57,23.78,Discharging
2023-11-15 18:50:38,3.22,0.58,23.98,Discharging
2023-11-15 18:50:27,3.21,0.58,23.89,Discharging
2023-11-15 18:50:15,3.22,0.58,23.68,Discharging
2023-11-15 18:50:04,3.21,0.58,23.5,Discharging
2023-11-15 18:49:53,3.21,0.58,23.57,Discharging
2023-11-15 18:49:42,3.22,0.57,23.66,Discharging
2023-11-15 18:49:31,3.21,0.58,23.8,Discharging
2023-11-15 18:49:20,3.21,0.57,23.48,Discharging
2023-11-15 18:49:09,3.22,0.58,23.72,Discharging
2023-11-15 18:48:58,3.22,0.58,23.6,Discharging
2023-11-15 18:48:47,3.22,0.58,23.6,Discharging
2023-11-15 18:48:35,3.21,0.58,23.72,Discharging
2023-11-15 18:48:24,3.22,0.57,23.76,Discharging
2023-11-15 18:48:13,3.22,0.58,23.69,Discharging
2023-11-15 18:48:02,3.22,0.57,23.71,Discharging
2023-11-15 18:47:51,3.22,0.58,23.71,Discharging
2023-11-15 18:47:40,3.22,0.58,23.49,Discharging
2023-11-15 18:47:29,3.22,0.57,23.55,Discharging
2023-11-15 18:47:18,3.22,0.58,23.79,Discharging
2023-11-15 18:47:06,3.22,0.57,23.82,Discharging
2023-11-15 18:46:55,3.22,0.57,23.51,Discharging
2023-11-15 18:46:44,3.22,0.57,23.72,Discharging
2023-11-15 18:46:33,3.22,0.57,23.55,Discharging
2023-11-15 18:46:22,3.22,0.57,23.83,Discharging
2023-11-15 18:46:11,3.22,0.57,23.79,Discharging
2023-11-15 18:46:00,3.22,0.57,23.7,Discharging
2023-11-15 18:45:49,3.22,0.57,23.69,Discharging
2023-11-15 18:45:38,3.22,0.6,23.64,Discharging
2023-11-15 18:45:26,3.22,0.57,23.64,Discharging
2023-11-15 18:45:15,3.22,0.57,23.42,Discharging
2023-11-15 18:45:04,3.22,0.57,23.68,Discharging
2023-11-15 18:44:53,3.22,0.57,23.69,Discharging
2023-11-15 18:44:42,3.22,0.57,23.76,Discharging
2023-11-15 18:44:31,3.22,0.56,23.88,Discharging
2023-11-15 18:44:20,3.22,0.58,23.63,Discharging
2023-11-15 18:44:09,3.22,0.57,23.69,Discharging
2023-11-15 18:43:58,3.22,0.56,23.89,Discharging
2023-11-15 18:43:46,3.22,0.58,23.75,Discharging
2023-11-15 18:43:35,3.22,0.57,23.77,Discharging
2023-11-15 18:43:24,3.22,0.57,23.51,Discharging
2023-11-15 18:43:13,3.22,0.57,23.85,Discharging
2023-11-15 18:43:02,3.22,0.56,23.74,Discharging
2023-11-15 18:42:51,3.22,0.57,23.96,Discharging
2023-11-15 18:42:40,3.22,0.58,23.26,Discharging
2023-11-15 18:42:29,3.22,0.57,23.61,Discharging
2023-11-15 18:42:17,3.22,0.58,23.68,Discharging
2023-11-15 18:42:06,3.22,0.58,23.54,Discharging
2023-11-15 18:41:55,3.22,0.57,23.6,Discharging
2023-11-15 18:41:44,3.22,0.57,23.76,Discharging
2023-11-15 18:41:33,3.22,0.57,23.65,Discharging
2023-11-15 18:41:22,3.22,0.57,23.68,Discharging
2023-11-15 18:41:11,3.22,0.57,23.66,Discharging
2023-11-15 18:41:00,3.22,0.57,23.44,Discharging
2023-11-15 18:40:49,3.22,0.57,23.76,Discharging
2023-11-15 18:40:37,3.22,0.57,23.57,Discharging
2023-11-15 18:40:26,3.21,0.57,23.59,Discharging
2023-11-15 18:40:15,3.22,0.57,23.57,Discharging
2023-11-15 18:40:04,3.22,0.58,23.73,Discharging
2023-11-15 18:39:53,3.22,0.57,23.57,Discharging
2023-11-15 18:39:42,3.22,0.57,23.44,Discharging
2023-11-15 18:39:31,3.22,0.61,23.3,Discharging
2023-11-15 18:39:20,3.21,0.63,23.64,Discharging
2023-11-15 18:39:08,3.21,0.6,23.55,Discharging
2023-11-15 18:38:57,3.22,0.58,23.46,Discharging
2023-11-15 18:38:46,3.22,0.58,23.77,Discharging
2023-11-15 18:38:35,3.22,0.59,23.76,Discharging
2023-11-15 18:38:24,3.22,0.58,23.69,Discharging
2023-11-15 18:38:13,3.22,0.58,23.62,Discharging
2023-11-15 18:38:02,3.22,0.58,23.69,Discharging
2023-11-15 18:37:51,3.22,0.58,23.65,Discharging
2023-11-15 18:37:40,3.22,0.58,23.53,Discharging
2023-11-15 18:37:28,3.22,0.57,23.75,Discharging
2023-11-15 18:37:17,3.21,0.64,23.46,Discharging
2023-11-15 18:37:06,3.22,0.62,23.49,Discharging
2023-11-15 18:36:55,3.22,0.59,23.8,Discharging
2023-11-15 18:36:44,3.22,0.6,23.73,Discharging
2023-11-15 18:36:33,3.22,0.59,23.47,Discharging
2023-11-15 18:36:22,3.22,0.61,23.64,Discharging
2023-11-15 18:36:11,3.21,0.62,23.84,Discharging
2023-11-15 18:35:59,3.22,0.61,23.48,Discharging
2023-11-15 18:35:48,3.22,0.59,23.61,Discharging
2023-11-15 18:35:37,3.21,0.59,23.74,Discharging
2023-11-15 18:35:26,3.21,0.58,23.67,Discharging
2023-11-15 18:35:15,3.2,0.8,23.21,Discharging
2023-11-15 18:35:04,3.16,1.34,22.83,Discharging
2023-11-15 18:34:53,3.19,0.92,23.08,Discharging
2023-11-15 18:34:42,3.17,1.4,22.66,Discharging
2023-11-15 18:34:31,3.21,0.64,23.36,Discharging
2023-11-15 18:34:19,3.22,0.59,23.75,Discharging
2023-11-15 18:34:08,3.22,0.6,23.79,Discharging
2023-11-15 18:33:57,3.21,0.67,23.4,Discharging
2023-11-15 18:33:46,3.21,0.57,23.62,Discharging
2023-11-15 18:33:35,3.21,0.59,23.62,Discharging
2023-11-15 18:33:24,3.21,0.58,23.66,Discharging
2023-11-15 18:33:13,3.21,0.59,23.67,Discharging
2023-11-15 18:33:02,3.2,0.71,23.19,Discharging
2023-11-15 18:32:50,3.13,1.76,23.18,Discharging
2023-11-15 18:32:39,3.15,1.52,23.02,Discharging
2023-11-15 18:32:28,3.14,1.67,22.96,Discharging
2023-11-15 18:32:17,3.22,0.57,23.79,Discharging
2023-11-15 18:32:06,3.22,0.57,23.57,Discharging
2023-11-15 18:31:55,3.22,0.57,23.64,Discharging
2023-11-15 18:31:44,3.22,0.58,23.62,Discharging
2023-11-15 18:31:33,3.22,0.59,23.62,Discharging
2023-11-15 18:31:22,3.22,0.58,23.92,Discharging
2023-11-15 18:31:10,3.22,0.58,23.77,Discharging
2023-11-15 18:30:59,3.22,0.58,23.73,Discharging
2023-11-15 18:30:48,3.22,0.58,23.93,Discharging
2023-11-15 18:30:37,3.22,0.58,23.88,Discharging
2023-11-15 18:30:26,3.22,0.58,23.72,Discharging
2023-11-15 18:30:15,3.22,0.58,23.62,Discharging
2023-11-15 18:30:04,3.22,0.58,23.82,Discharging
2023-11-15 18:29:53,3.22,0.58,23.79,Discharging
2023-11-15 18:29:41,3.21,0.75,23.41,Discharging
2023-11-15 18:29:30,3.22,0.58,23.81,Discharging
2023-11-15 18:29:19,3.22,0.58,23.63,Discharging
2023-11-15 18:29:08,3.22,0.59,23.7,Discharging
2023-11-15 18:28:57,3.22,0.59,23.65,Discharging
2023-11-15 18:28:46,3.22,0.6,23.63,Discharging
2023-11-15 18:28:35,3.21,0.67,23.41,Discharging
2023-11-15 18:28:24,3.21,0.62,23.44,Discharging
2023-11-15 18:28:13,3.07,2.72,23.84,Discharging
2023-11-15 18:28:01,3.22,0.57,23.79,Discharging
2023-11-15 18:27:50,3.22,0.58,23.54,Discharging
2023-11-15 18:27:39,3.22,0.58,23.71,Discharging
2023-11-15 18:27:28,3.22,0.59,23.82,Discharging
2023-11-15 18:27:17,3.22,0.58,23.78,Discharging
2023-11-15 18:27:06,3.22,0.58,23.72,Discharging
2023-11-15 18:26:55,3.22,0.57,23.7,Discharging
2023-11-15 18:26:44,3.22,0.59,23.61,Discharging
2023-11-15 18:26:32,3.22,0.58,23.72,Discharging
2023-11-15 18:26:21,3.22,0.57,23.59,Discharging
2023-11-15 18:26:10,3.22,0.59,23.61,Discharging
2023-11-15 18:25:59,3.22,0.57,23.66,Discharging
2023-11-15 18:25:48,3.22,0.58,23.76,Discharging
2023-11-15 18:25:37,3.22,0.58,23.74,Discharging
2023-11-15 18:25:26,3.22,0.58,23.6,Discharging
2023-11-15 18:25:15,3.21,0.58,23.6,Discharging
2023-11-15 18:25:04,3.22,0.57,23.8,Discharging
2023-11-15 18:24:52,3.22,0.58,23.86,Discharging
2023-11-15 18:24:41,3.21,0.58,23.72,Discharging
2023-11-15 18:24:30,3.21,0.59,23.53,Discharging
2023-11-15 18:24:19,3.22,0.58,23.79,Discharging
2023-11-15 18:24:08,3.21,0.58,23.7,Discharging
2023-11-15 18:23:57,3.21,0.58,23.72,Discharging
2023-11-15 18:23:46,3.21,0.59,23.88,Discharging
2023-11-15 18:23:35,3.21,0.58,23.69,Discharging
2023-11-15 18:23:23,3.2,0.58,23.84,Discharging
2023-11-15 18:23:12,3.2,0.58,23.74,Discharging
2023-11-15 18:23:01,3.12,1.59,22.85,Discharging
2023-11-15 18:22:50,3.07,2.32,24.02,Discharging
2023-11-15 18:22:39,3.06,2.61,24.33,Discharging
2023-11-15 18:22:28,3.04,2.91,23.15,Discharging
2023-11-15 18:22:17,3.05,2.81,23.27,Discharging
2023-11-15 18:22:06,3.05,2.84,23.17,Discharging
2023-11-15 18:21:55,3.05,2.74,23.72,Discharging
2023-11-15 18:21:43,3.05,2.69,23.81,Discharging
2023-11-15 18:21:32,3.06,2.7,24.04,Discharging
2023-11-15 18:21:21,3.09,2.27,23.72,Discharging
2023-11-15 18:21:10,3.09,2.29,23.84,Discharging
2023-11-15 18:20:59,3.08,2.39,23.95,Discharging
2023-11-15 18:20:48,3.1,2.19,23.65,Discharging
2023-11-15 18:20:37,3.1,2.12,23.26,Discharging
2023-11-15 18:20:26,3.11,2.03,23.01,Discharging
2023-11-15 18:20:14,3.12,1.97,23.18,Discharging
2023-11-15 18:20:03,3.12,1.98,22.9,Discharging
2023-11-15 18:19:52,3.18,1.23,22.63,Discharging
2023-11-15 18:19:41,3.19,1.03,22.3,Discharging
2023-11-15 18:19:30,3.21,0.83,22.66,Discharging
2023-11-15 18:19:19,3.23,0.58,23.13,Discharging
2023-11-15 18:19:08,3.23,0.57,23.51,Discharging
2023-11-15 18:18:57,3.23,0.56,23.14,Discharging
2023-11-15 18:18:46,3.23,0.58,23.26,Discharging
2023-11-15 18:18:34,3.23,0.58,23.59,Discharging
2023-11-15 18:18:23,3.23,0.58,23.33,Discharging
2023-11-15 18:18:12,3.23,0.57,23.23,Discharging
2023-11-15 18:18:01,3.23,0.61,23.27,Discharging
2023-11-15 18:17:50,3.22,0.67,23.05,Discharging
2023-11-15 18:17:39,3.21,0.72,22.99,Discharging
2023-11-15 18:17:28,3.2,0.9,22.77,Discharging
2023-11-15 18:17:17,3.21,0.81,23.36,Discharging
2023-11-15 18:17:05,3.22,0.73,22.9,Discharging
2023-11-15 18:16:54,3.22,0.73,23.01,Discharging
2023-11-15 18:16:43,3.22,0.77,22.92,Discharging
2023-11-15 18:16:32,3.23,0.59,23.32,Discharging
2023-11-15 18:16:21,3.23,0.57,23.58,Discharging
2023-11-15 18:16:10,3.23,0.56,23.22,Discharging
